ingredient_name,category_id,category_name,quantity_kg,shelf_life_days,calories_per_100,purchase_days_ago,days_until_expiry,storage_location,storage_temp_c,waste_quantity_kg,waste_ratio,risk_level,risk_code,consumption_frequency,user_is_vegetarian,waste_reason
Pasta,5,Drithëra,4.96,365,131,16,353,Qilar,20.0,0.928,0.187,low,0,12,0,overcooked
Bukë,5,Drithëra,4.79,3,265,3,5,Raft,20.0,1.528,0.319,medium,1,20,0,other
Domate,1,Perime,3.86,7,18,7,-2,Kuzhinë,20.0,1.714,0.444,high,2,9,0,expired
Lakër,1,Perime,7.27,14,25,11,1,Ngrirës,-18.0,2.624,0.361,high,2,20,1,expired
Limon,2,Fruta,3.17,21,29,14,7,Raft,20.0,1.173,0.37,medium,1,14,0,expired
Pasta,5,Drithëra,1.37,365,131,345,17,Raft,20.0,0.341,0.249,low,0,6,1,overcooked
Bukë,5,Drithëra,5.69,3,265,0,4,Raft,20.0,1.343,0.236,medium,1,4,1,spoiled
Vezë,3,Mish,3.0,21,155,5,13,Frigorifer,4.0,0.198,0.066,low,0,5,0,spoiled
Salmon,3,Mish,4.91,2,208,0,5,Ngrirës,-18.0,2.111,0.43,medium,1,13,0,overcooked
Kastravec,1,Perime,2.31,7,16,7,0,Frigorifer,4.0,1.245,0.539,high,2,4,0,spoiled
Spinaq,1,Perime,7.43,5,23,4,-2,Kuzhinë,20.0,2.482,0.334,high,2,16,0,other
Domate,1,Perime,7.11,7,18,5,7,Qilar,20.0,3.079,0.433,medium,1,14,1,expired
Patate,1,Perime,0.96,45,77,42,5,Kuzhinë,20.0,0.389,0.405,medium,1,13,0,spoiled
Karrota,1,Perime,0.34,30,41,2,27,Raft,20.0,0.006,0.017,low,0,12,0,none
Salmon,3,Mish,0.76,2,208,2,-1,Raft,20.0,0.35,0.46,high,2,14,0,expired
Lakër,1,Perime,2.1,14,25,4,9,Qilar,20.0,0.204,0.097,low,0,2,0,expired
Qumësht,4,Bulmet,6.69,5,42,4,6,Frigorifer,4.0,1.01,0.151,medium,1,10,0,overcooked
Lakër,1,Perime,8.62,14,25,12,2,Kuzhinë,20.0,5.724,0.664,high,2,7,0,spoiled
Mish pule,3,Mish,5.58,3,165,0,2,Ngrirës,-18.0,4.23,0.758,high,2,17,0,expired
Salmon,3,Mish,5.18,2,208,0,1,Qilar,20.0,3.134,0.605,high,2,8,0,other
Qepë,1,Perime,7.55,30,40,1,31,Kuzhinë,20.0,2.65,0.351,low,0,1,0,overcooked
Mish pule,3,Mish,4.55,3,165,1,1,Raft,20.0,1.078,0.237,high,2,14,0,spoiled
Gjalpë,4,Bulmet,5.26,30,717,15,13,Kuzhinë,20.0,0.773,0.147,low,0,20,0,other
Patate,1,Perime,5.66,45,77,45,-1,Qilar,20.0,3.43,0.606,high,2,13,0,other
Oriz,5,Drithëra,8.09,365,130,174,192,Raft,20.0,0.469,0.058,low,0,20,0,overcooked
Majdanoz,6,Erëza,9.49,5,36,4,5,Raft,20.0,0.674,0.071,medium,1,18,0,other
Limon,2,Fruta,1.0,21,29,15,8,Raft,20.0,0.299,0.299,low,0,17,0,overcooked
Oriz,5,Drithëra,2.76,365,130,138,228,Qilar,20.0,0.03,0.011,low,0,8,0,none
Portokall,2,Fruta,9.73,14,47,3,13,Raft,20.0,0.389,0.04,low,0,14,0,none
Mollë,2,Fruta,6.02,21,52,21,0,Ngrirës,-18.0,3.829,0.636,high,2,10,0,overcooked
Bukë,5,Drithëra,5.47,3,265,2,1,Kuzhinë,20.0,1.57,0.287,high,2,19,0,expired
Tërshërë,5,Drithëra,7.26,180,389,74,106,Qilar,20.0,1.256,0.173,low,0,6,1,overcooked
Lakër,1,Perime,3.98,14,25,11,4,Raft,20.0,2.209,0.555,medium,1,15,0,spoiled
Mollë,2,Fruta,6.1,21,52,8,11,Kuzhinë,20.0,2.251,0.369,low,0,1,0,spoiled
Kripë,6,Erëza,9.35,1000,0,950,54,Kuzhinë,20.0,0.402,0.043,low,0,18,0,none
Qumësht,4,Bulmet,5.72,5,42,1,5,Kuzhinë,20.0,2.574,0.45,medium,1,20,0,other
Mish viçi,3,Mish,3.93,4,250,0,3,Ngrirës,-18.0,1.375,0.35,medium,1,4,0,expired
Qepë,1,Perime,8.49,30,40,8,20,Frigorifer,4.0,0.0,0,low,0,14,0,none
Qepë,1,Perime,8.92,30,40,18,9,Frigorifer,4.0,0.571,0.064,low,0,4,0,overcooked
Banane,2,Fruta,4.36,6,89,1,5,Qilar,20.0,0.68,0.156,medium,1,18,0,spoiled
Spinaq,1,Perime,0.33,5,23,4,3,Ngrirës,-18.0,0.055,0.168,medium,1,6,1,spoiled
Djathë,4,Bulmet,6.2,14,264,2,10,Qilar,20.0,0.0,0,low,0,16,0,none
Karrota,1,Perime,2.54,30,41,13,17,Ngrirës,-18.0,0.025,0.01,low,0,15,0,none
Kastravec,1,Perime,9.18,7,16,4,1,Kuzhinë,20.0,7.564,0.824,high,2,19,1,other
Speca,1,Perime,2.4,10,31,1,12,Kuzhinë,20.0,0.25,0.104,low,0,15,0,other
Majdanoz,6,Erëza,6.19,5,36,3,-1,Kuzhinë,20.0,3.002,0.485,high,2,14,0,overcooked
Domate,1,Perime,5.04,7,18,6,5,Raft,20.0,1.356,0.269,medium,1,7,0,spoiled
Bukë,5,Drithëra,0.87,3,265,3,-1,Qilar,20.0,0.543,0.624,high,2,12,1,overcooked
Lakër,1,Perime,7.18,14,25,14,0,Kuzhinë,20.0,3.597,0.501,high,2,20,1,expired
Pasta,5,Drithëra,9.36,365,131,124,239,Kuzhinë,20.0,0.0,0,low,0,19,0,none
Portokall,2,Fruta,3.87,14,47,7,10,Kuzhinë,20.0,0.697,0.18,low,0,14,0,other
Mollë,2,Fruta,3.55,21,52,8,15,Ngrirës,-18.0,0.706,0.199,low,0,6,0,spoiled
Majdanoz,6,Erëza,0.46,5,36,3,4,Frigorifer,4.0,0.11,0.239,medium,1,8,0,spoiled
Patate,1,Perime,6.19,45,77,35,7,Qilar,20.0,1.857,0.3,medium,1,15,0,overcooked
Spinaq,1,Perime,8.6,5,23,2,2,Ngrirës,-18.0,6.734,0.783,high,2,14,0,spoiled
Qumësht,4,Bulmet,0.76,5,42,0,2,Ngrirës,-18.0,0.277,0.365,high,2,10,1,other
Kastravec,1,Perime,2.44,7,16,3,2,Frigorifer,4.0,1.181,0.484,high,2,4,0,spoiled
Djathë,4,Bulmet,1.33,14,264,7,12,Ngrirës,-18.0,0.154,0.116,low,0,18,0,spoiled
Kripë,6,Erëza,0.19,1000,0,875,124,Qilar,20.0,0.0,0,low,0,17,0,none
Qumësht,4,Bulmet,5.09,5,42,0,8,Ngrirës,-18.0,0.667,0.131,low,0,5,0,overcooked
Kos,4,Bulmet,7.85,7,61,7,0,Kuzhinë,20.0,4.985,0.635,high,2,6,0,spoiled
Kastravec,1,Perime,6.44,7,16,0,5,Qilar,20.0,2.454,0.381,medium,1,15,1,other
Djathë,4,Bulmet,5.46,14,264,6,13,Kuzhinë,20.0,0.497,0.091,low,0,17,0,other
Vaj ulliri,6,Erëza,2.59,365,884,208,156,Frigorifer,4.0,0.0,0,low,0,7,0,none
Gjalpë,4,Bulmet,9.95,30,717,26,5,Frigorifer,4.0,2.955,0.297,medium,1,20,1,other
Mish pule,3,Mish,3.07,3,165,0,5,Ngrirës,-18.0,0.157,0.051,medium,1,14,0,other
Majdanoz,6,Erëza,5.95,5,36,5,-1,Qilar,20.0,3.689,0.62,high,2,13,0,spoiled
Domate,1,Perime,9.01,7,18,7,1,Kuzhinë,20.0,3.892,0.432,high,2,12,0,other
Spinaq,1,Perime,4.22,5,23,0,5,Ngrirës,-18.0,1.325,0.314,medium,1,4,0,overcooked
Qepë,1,Perime,3.57,30,40,29,4,Frigorifer,4.0,1.896,0.531,medium,1,20,0,overcooked
Piper,6,Erëza,5.17,1000,251,488,509,Kuzhinë,20.0,0.0,0,low,0,3,0,none
Limon,2,Fruta,2.02,21,29,16,4,Raft,20.0,0.745,0.369,medium,1,9,0,expired
Qumësht,4,Bulmet,2.27,5,42,4,3,Frigorifer,4.0,0.692,0.305,medium,1,15,1,overcooked
Kripë,6,Erëza,6.17,1000,0,355,647,Raft,20.0,0.549,0.089,low,0,19,0,other
Vaj ulliri,6,Erëza,4.93,365,884,263,99,Raft,20.0,0.725,0.147,low,0,19,0,spoiled
Piper,6,Erëza,3.84,1000,251,676,328,Ngrirës,-18.0,0.288,0.075,low,0,5,0,expired
Gjalpë,4,Bulmet,3.9,30,717,12,18,Frigorifer,4.0,0.0,0,low,0,2,0,none
Domate,1,Perime,9.54,7,18,3,7,Ngrirës,-18.0,1.517,0.159,medium,1,14,0,spoiled
Domate,1,Perime,9.91,7,18,2,2,Qilar,20.0,5.292,0.534,high,2,16,0,spoiled
Vezë,3,Mish,9.16,21,155,5,20,Qilar,20.0,2.455,0.268,low,0,20,0,other
Mollë,2,Fruta,5.81,21,52,17,6,Qilar,20.0,2.597,0.447,medium,1,17,0,overcooked
Kripë,6,Erëza,5.98,1000,0,918,82,Kuzhinë,20.0,0.628,0.105,low,0,9,0,overcooked
Salmon,3,Mish,9.73,2,208,1,-2,Raft,20.0,6.14,0.631,high,2,10,0,expired
Piper,6,Erëza,1.56,1000,251,228,772,Ngrirës,-18.0,0.285,0.183,low,0,4,0,other
Tërshërë,5,Drithëra,4.06,180,389,145,37,Qilar,20.0,0.093,0.023,low,0,3,0,none
Kastravec,1,Perime,6.27,7,16,1,8,Kuzhinë,20.0,0.915,0.146,low,0,14,0,other
Salmon,3,Mish,9.79,2,208,1,3,Frigorifer,4.0,2.712,0.277,medium,1,10,0,other
Salmon,3,Mish,9.29,2,208,1,1,Qilar,20.0,3.326,0.358,high,2,8,0,overcooked
Kastravec,1,Perime,6.02,7,16,6,-1,Frigorifer,4.0,4.599,0.764,high,2,3,0,expired
Spinaq,1,Perime,5.45,5,23,3,0,Ngrirës,-18.0,4.6,0.844,high,2,2,0,other
Kastravec,1,Perime,0.42,7,16,4,5,Qilar,20.0,0.081,0.193,medium,1,19,0,expired
Kastravec,1,Perime,8.94,7,16,5,0,Frigorifer,4.0,7.08,0.792,high,2,20,0,spoiled
Kripë,6,Erëza,1.78,1000,0,400,604,Frigorifer,4.0,0.263,0.148,low,0,9,0,expired
Piper,6,Erëza,6.17,1000,251,141,857,Ngrirës,-18.0,0.0,0,low,0,17,0,none
Salmon,3,Mish,6.1,2,208,2,1,Frigorifer,4.0,4.081,0.669,high,2,13,0,spoiled
Bukë,5,Drithëra,4.78,3,265,3,2,Kuzhinë,20.0,3.451,0.722,high,2,14,0,overcooked
Pasta,5,Drithëra,3.33,365,131,123,246,Ngrirës,-18.0,0.206,0.062,low,0,5,0,expired
Qepë,1,Perime,5.92,30,40,3,26,Ngrirës,-18.0,1.35,0.228,low,0,3,0,overcooked
Bukë,5,Drithëra,3.27,3,265,1,6,Kuzhinë,20.0,1.318,0.403,medium,1,14,0,overcooked
Bukë,5,Drithëra,2.18,3,265,3,-3,Qilar,20.0,1.094,0.502,high,2,3,0,expired
Piper,6,Erëza,8.55,1000,251,258,745,Ngrirës,-18.0,1.821,0.213,low,0,16,1,other
Kripë,6,Erëza,7.12,1000,0,331,673,Kuzhinë,20.0,1.353,0.19,low,0,11,0,expired
Majdanoz,6,Erëza,7.85,5,36,2,6,Frigorifer,4.0,3.132,0.399,medium,1,16,0,spoiled
Qepë,1,Perime,8.85,30,40,7,28,Ngrirës,-18.0,0.0,0,low,0,6,1,none
Qepë,1,Perime,7.73,30,40,20,12,Qilar,20.0,0.0,0,low,0,20,0,none
Limon,2,Fruta,0.13,21,29,15,11,Raft,20.0,0.016,0.125,low,0,9,1,spoiled
Mish viçi,3,Mish,7.72,4,250,0,8,Raft,20.0,1.397,0.181,low,0,18,0,other
Qepë,1,Perime,2.92,30,40,0,33,Frigorifer,4.0,0.0,0,low,0,16,1,none
Vezë,3,Mish,9.15,21,155,19,2,Qilar,20.0,3.596,0.393,high,2,19,0,other
Mollë,2,Fruta,3.07,21,52,20,-2,Raft,20.0,2.121,0.691,high,2,9,1,overcooked
Domate,1,Perime,5.35,7,18,0,7,Kuzhinë,20.0,0.514,0.096,medium,1,8,1,expired
Mish viçi,3,Mish,0.57,4,250,0,5,Kuzhinë,20.0,0.0,0,medium,1,1,0,none
Vaj ulliri,6,Erëza,6.04,365,884,26,343,Raft,20.0,0.175,0.029,low,0,7,0,none
Vaj ulliri,6,Erëza,1.25,365,884,120,248,Raft,20.0,0.0,0,low,0,7,0,none
Pasta,5,Drithëra,4.35,365,131,168,197,Kuzhinë,20.0,0.217,0.05,low,0,1,0,none
Spinaq,1,Perime,9.32,5,23,5,1,Qilar,20.0,6.161,0.661,high,2,14,0,other
Speca,1,Perime,7.32,10,31,5,3,Qilar,20.0,2.994,0.409,medium,1,10,0,expired
Spinaq,1,Perime,8.74,5,23,0,5,Qilar,20.0,4.685,0.536,medium,1,6,0,other
Limon,2,Fruta,1.3,21,29,17,8,Raft,20.0,0.265,0.204,low,0,4,1,overcooked
Kripë,6,Erëza,0.92,1000,0,807,191,Ngrirës,-18.0,0.009,0.01,low,0,18,0,none
Tërshërë,5,Drithëra,0.28,180,389,158,20,Frigorifer,4.0,0.061,0.218,low,0,6,0,overcooked
Kastravec,1,Perime,5.27,7,16,3,8,Qilar,20.0,1.855,0.352,low,0,1,0,other
Kripë,6,Erëza,7.59,1000,0,106,899,Kuzhinë,20.0,0.653,0.086,low,0,7,0,spoiled
Gjalpë,4,Bulmet,6.41,30,717,24,4,Kuzhinë,20.0,3.493,0.545,medium,1,18,1,other
Limon,2,Fruta,6.46,21,29,6,12,Frigorifer,4.0,0.407,0.063,low,0,15,0,expired
Kos,4,Bulmet,3.62,7,61,5,4,Qilar,20.0,0.192,0.053,medium,1,15,0,spoiled
Piper,6,Erëza,1.05,1000,251,533,472,Frigorifer,4.0,0.257,0.245,low,0,19,0,other
Salmon,3,Mish,5.58,2,208,2,2,Qilar,20.0,4.464,0.8,high,2,8,0,other
Banane,2,Fruta,0.49,6,89,0,3,Qilar,20.0,0.239,0.487,medium,1,5,0,other
Spinaq,1,Perime,2.88,5,23,3,0,Kuzhinë,20.0,2.134,0.741,high,2,10,0,other
Domate,1,Perime,0.36,7,18,4,5,Ngrirës,-18.0,0.1,0.278,medium,1,3,0,expired
Portokall,2,Fruta,1.22,14,47,4,12,Raft,20.0,0.083,0.068,low,0,7,0,spoiled
Qepë,1,Perime,2.84,30,40,26,9,Raft,20.0,0.483,0.17,low,0,3,0,overcooked
Karrota,1,Perime,8.96,30,41,24,3,Frigorifer,4.0,1.64,0.183,medium,1,11,0,expired
Spinaq,1,Perime,0.78,5,23,4,-2,Frigorifer,4.0,0.69,0.885,high,2,16,0,other
Kripë,6,Erëza,3.68,1000,0,554,444,Raft,20.0,0.302,0.082,low,0,8,0,overcooked
Kastravec,1,Perime,1.93,7,16,1,3,Kuzhinë,20.0,0.965,0.5,medium,1,7,0,spoiled
Tërshërë,5,Drithëra,9.58,180,389,174,11,Raft,20.0,1.063,0.111,low,0,9,0,other
Djathë,4,Bulmet,2.46,14,264,6,8,Raft,20.0,0.622,0.253,low,0,13,0,overcooked
Portokall,2,Fruta,1.45,14,47,9,8,Ngrirës,-18.0,0.297,0.205,low,0,20,0,other
Mollë,2,Fruta,6.52,21,52,15,3,Frigorifer,4.0,1.526,0.234,medium,1,13,0,overcooked
Bukë,5,Drithëra,1.37,3,265,1,0,Frigorifer,4.0,0.974,0.711,high,2,8,0,expired
Tërshërë,5,Drithëra,0.81,180,389,101,78,Ngrirës,-18.0,0.062,0.077,low,0,9,0,expired
Oriz,5,Drithëra,2.18,365,130,56,306,Kuzhinë,20.0,0.0,0,low,0,5,0,none
Tërshërë,5,Drithëra,6.51,180,389,31,151,Qilar,20.0,1.113,0.171,low,0,14,1,overcooked
Vezë,3,Mish,6.66,21,155,20,0,Ngrirës,-18.0,4.249,0.638,high,2,16,1,overcooked
Mish viçi,3,Mish,0.58,4,250,0,7,Kuzhinë,20.0,0.252,0.435,medium,1,6,0,expired
Tërshërë,5,Drithëra,4.64,180,389,74,106,Ngrirës,-18.0,0.0,0,low,0,10,0,none
Kastravec,1,Perime,4.32,7,16,0,11,Raft,20.0,1.123,0.26,low,0,3,1,overcooked
Banane,2,Fruta,6.48,6,89,3,3,Kuzhinë,20.0,1.652,0.255,medium,1,13,0,spoiled
Salmon,3,Mish,2.28,2,208,0,-1,Ngrirës,-18.0,1.113,0.488,high,2,16,1,spoiled
Djathë,4,Bulmet,5.15,14,264,14,-1,Raft,20.0,4.043,0.785,high,2,9,0,overcooked
Majdanoz,6,Erëza,6.62,5,36,2,6,Frigorifer,4.0,2.999,0.453,medium,1,3,0,spoiled
Banane,2,Fruta,2.6,6,89,1,10,Raft,20.0,0.575,0.221,low,0,6,1,expired
Spinaq,1,Perime,9.59,5,23,2,8,Kuzhinë,20.0,0.0,0,low,0,19,0,none
Domate,1,Perime,4.86,7,18,2,3,Kuzhinë,20.0,1.332,0.274,medium,1,9,0,spoiled
Oriz,5,Drithëra,4.08,365,130,308,59,Frigorifer,4.0,0.0,0,low,0,13,1,none
Gjalpë,4,Bulmet,2.04,30,717,7,25,Kuzhinë,20.0,0.469,0.23,low,0,8,0,other
Lakër,1,Perime,4.37,14,25,8,3,Frigorifer,4.0,1.481,0.339,medium,1,4,0,spoiled
Mish viçi,3,Mish,8.68,4,250,1,7,Frigorifer,4.0,0.0,0,medium,1,4,1,none
Bukë,5,Drithëra,1.44,3,265,1,2,Qilar,20.0,1.24,0.861,high,2,4,0,overcooked
Domate,1,Perime,9.19,7,18,6,-1,Kuzhinë,20.0,7.49,0.815,high,2,7,0,overcooked
Lakër,1,Perime,6.16,14,25,1,14,Raft,20.0,0.542,0.088,low,0,18,0,expired
Salmon,3,Mish,6.92,2,208,2,-1,Frigorifer,4.0,3.273,0.473,high,2,16,0,other
Limon,2,Fruta,1.09,21,29,16,5,Raft,20.0,0.117,0.107,medium,1,9,0,other
Bukë,5,Drithëra,3.55,3,265,2,5,Frigorifer,4.0,0.767,0.216,medium,1,19,0,overcooked
Speca,1,Perime,1.8,10,31,2,8,Frigorifer,4.0,0.124,0.069,low,0,6,0,spoiled
Speca,1,Perime,1.41,10,31,7,0,Ngrirës,-18.0,0.766,0.543,high,2,2,0,spoiled
Portokall,2,Fruta,6.31,14,47,14,1,Kuzhinë,20.0,3.212,0.509,high,2,5,0,spoiled
Salmon,3,Mish,3.84,2,208,0,4,Kuzhinë,20.0,1.501,0.391,medium,1,4,0,spoiled
Speca,1,Perime,0.82,10,31,6,2,Kuzhinë,20.0,0.508,0.62,high,2,8,0,overcooked
Bukë,5,Drithëra,5.25,3,265,2,5,Raft,20.0,3.061,0.583,medium,1,19,0,other
Mish viçi,3,Mish,1.8,4,250,3,2,Qilar,20.0,1.8,1,high,2,9,0,expired
Speca,1,Perime,4.12,10,31,6,9,Raft,20.0,0.148,0.036,low,0,4,0,none
Qepë,1,Perime,2.37,30,40,22,13,Frigorifer,4.0,0.27,0.114,low,0,18,1,other
Oriz,5,Drithëra,5.85,365,130,69,293,Ngrirës,-18.0,0.0,0,low,0,5,0,none
Qepë,1,Perime,5.13,30,40,19,16,Frigorifer,4.0,0.405,0.079,low,0,8,0,overcooked
Qumësht,4,Bulmet,5.42,5,42,2,4,Ngrirës,-18.0,1.409,0.26,medium,1,2,1,other
Majdanoz,6,Erëza,8.4,5,36,1,4,Frigorifer,4.0,3.116,0.371,medium,1,17,0,other
Patate,1,Perime,4.28,45,77,40,10,Kuzhinë,20.0,1.378,0.322,low,0,6,0,overcooked
Domate,1,Perime,0.43,7,18,0,4,Frigorifer,4.0,0.181,0.422,medium,1,1,0,overcooked
Kastravec,1,Perime,7.6,7,16,1,4,Frigorifer,4.0,1.786,0.235,medium,1,15,0,expired
Kripë,6,Erëza,6.35,1000,0,991,6,Ngrirës,-18.0,0.895,0.141,medium,1,12,0,other
Pasta,5,Drithëra,1.24,365,131,258,108,Frigorifer,4.0,0.126,0.102,low,0,18,0,other
Banane,2,Fruta,4.96,6,89,6,-2,Ngrirës,-18.0,2.396,0.483,high,2,6,0,expired
Limon,2,Fruta,3.86,21,29,1,25,Raft,20.0,0.262,0.068,low,0,2,0,overcooked
Lakër,1,Perime,3.84,14,25,10,6,Frigorifer,4.0,1.206,0.314,medium,1,12,0,spoiled
Mish pule,3,Mish,3.84,3,165,0,3,Raft,20.0,0.273,0.071,medium,1,8,0,overcooked
Pasta,5,Drithëra,0.59,365,131,158,206,Raft,20.0,0.141,0.239,low,0,13,0,expired
Oriz,5,Drithëra,4.75,365,130,208,157,Raft,20.0,0.532,0.112,low,0,18,1,overcooked
Kripë,6,Erëza,9.99,1000,0,790,215,Ngrirës,-18.0,3.027,0.303,low,0,5,0,expired
Mollë,2,Fruta,8.04,21,52,3,21,Raft,20.0,0.78,0.097,low,0,17,0,overcooked
Oriz,5,Drithëra,7.36,365,130,329,35,Raft,20.0,2.09,0.284,low,0,16,1,spoiled
Qumësht,4,Bulmet,2.02,5,42,5,0,Qilar,20.0,1.103,0.546,high,2,8,0,expired
Spinaq,1,Perime,7.0,5,23,4,2,Ngrirës,-18.0,4.13,0.59,high,2,17,0,other
Banane,2,Fruta,1.67,6,89,1,8,Raft,20.0,0.172,0.103,low,0,14,0,expired
Banane,2,Fruta,9.61,6,89,2,2,Kuzhinë,20.0,5.007,0.521,high,2,2,1,overcooked
Oriz,5,Drithëra,3.96,365,130,181,186,Frigorifer,4.0,0.451,0.114,low,0,6,1,spoiled
Tërshërë,5,Drithëra,6.79,180,389,87,98,Ngrirës,-18.0,0.0,0,low,0,10,0,none
Majdanoz,6,Erëza,9.12,5,36,0,3,Qilar,20.0,1.587,0.174,medium,1,10,0,spoiled
Tërshërë,5,Drithëra,1.18,180,389,61,124,Raft,20.0,0.146,0.124,low,0,17,0,overcooked
Limon,2,Fruta,7.28,21,29,4,21,Qilar,20.0,0.0,0,low,0,2,0,none
Pasta,5,Drithëra,6.43,365,131,149,216,Ngrirës,-18.0,0.0,0,low,0,7,0,none
Vaj ulliri,6,Erëza,8.26,365,884,99,271,Frigorifer,4.0,0.776,0.094,low,0,13,0,spoiled
Kripë,6,Erëza,1.11,1000,0,96,908,Raft,20.0,0.255,0.23,low,0,15,0,expired
Gjalpë,4,Bulmet,9.76,30,717,7,21,Ngrirës,-18.0,0.312,0.032,low,0,5,1,none
Oriz,5,Drithëra,3.3,365,130,115,247,Kuzhinë,20.0,0.089,0.027,low,0,2,0,none
Patate,1,Perime,9.19,45,77,39,11,Kuzhinë,20.0,0.0,0,low,0,4,1,none
Qumësht,4,Bulmet,8.6,5,42,4,6,Frigorifer,4.0,2.649,0.308,medium,1,1,0,spoiled
Piper,6,Erëza,0.36,1000,251,830,167,Kuzhinë,20.0,0.0,0,low,0,4,0,none
Piper,6,Erëza,6.01,1000,251,946,51,Ngrirës,-18.0,0.18,0.03,low,0,13,0,none
Salmon,3,Mish,6.4,2,208,1,2,Raft,20.0,3.61,0.564,high,2,4,1,expired
Gjalpë,4,Bulmet,6.83,30,717,12,20,Raft,20.0,0.0,0,low,0,12,0,none
Qepë,1,Perime,0.85,30,40,19,9,Raft,20.0,0.178,0.209,low,0,10,0,overcooked
Lakër,1,Perime,2.39,14,25,8,10,Qilar,20.0,0.0,0,low,0,1,0,none
Vaj ulliri,6,Erëza,9.97,365,884,99,265,Ngrirës,-18.0,1.346,0.135,low,0,20,0,expired
Lakër,1,Perime,4.57,14,25,5,11,Kuzhinë,20.0,0.087,0.019,low,0,3,0,none
Mollë,2,Fruta,9.34,21,52,9,11,Frigorifer,4.0,0.0,0,low,0,12,0,none
Vaj ulliri,6,Erëza,7.94,365,884,121,248,Kuzhinë,20.0,0.643,0.081,low,0,14,1,expired
Qumësht,4,Bulmet,6.97,5,42,0,4,Frigorifer,4.0,0.279,0.04,medium,1,7,0,none
Qumësht,4,Bulmet,8.86,5,42,2,6,Kuzhinë,20.0,3.801,0.429,medium,1,20,0,expired
Mish pule,3,Mish,1.62,3,165,3,-2,Frigorifer,4.0,0.8,0.494,high,2,6,0,overcooked
Limon,2,Fruta,3.62,21,29,13,13,Raft,20.0,1.173,0.324,low,0,6,1,expired
Salmon,3,Mish,6.3,2,208,1,4,Ngrirës,-18.0,2.003,0.318,medium,1,20,0,overcooked
Banane,2,Fruta,7.52,6,89,0,4,Ngrirës,-18.0,0.639,0.085,medium,1,10,0,other
Vaj ulliri,6,Erëza,2.02,365,884,152,213,Raft,20.0,0.0,0,low,0,17,0,none
Mish viçi,3,Mish,0.56,4,250,1,5,Raft,20.0,0.186,0.332,medium,1,4,0,expired
Pasta,5,Drithëra,3.77,365,131,353,9,Qilar,20.0,0.238,0.063,low,0,19,0,overcooked
Banane,2,Fruta,5.78,6,89,0,10,Qilar,20.0,0.41,0.071,low,0,19,0,other
Vaj ulliri,6,Erëza,6.02,365,884,293,75,Kuzhinë,20.0,0.722,0.12,low,0,10,1,expired
Qumësht,4,Bulmet,3.03,5,42,4,3,Raft,20.0,0.318,0.105,medium,1,13,0,spoiled
Limon,2,Fruta,5.7,21,29,9,9,Raft,20.0,0.821,0.144,low,0,20,0,spoiled
Speca,1,Perime,1.17,10,31,3,8,Ngrirës,-18.0,0.0,0,low,0,14,1,none
Kos,4,Bulmet,5.64,7,61,0,10,Raft,20.0,0.434,0.077,low,0,16,0,other
Oriz,5,Drithëra,1.27,365,130,213,149,Kuzhinë,20.0,0.099,0.078,low,0,6,0,overcooked
Djathë,4,Bulmet,9.44,14,264,11,3,Raft,20.0,1.841,0.195,medium,1,12,0,spoiled
Pasta,5,Drithëra,8.98,365,131,8,358,Frigorifer,4.0,0.781,0.087,low,0,12,1,expired
Spinaq,1,Perime,9.03,5,23,4,4,Ngrirës,-18.0,1.779,0.197,medium,1,13,0,spoiled
Mish viçi,3,Mish,6.64,4,250,0,9,Kuzhinë,20.0,1.72,0.259,low,0,19,1,overcooked
Mish viçi,3,Mish,6.34,4,250,1,0,Frigorifer,4.0,2.2,0.347,high,2,5,0,overcooked
Kos,4,Bulmet,3.43,7,61,1,7,Ngrirës,-18.0,0.676,0.197,medium,1,9,1,spoiled
Lakër,1,Perime,5.92,14,25,12,3,Frigorifer,4.0,2.19,0.37,medium,1,1,0,other
Vaj ulliri,6,Erëza,2.31,365,884,3,367,Kuzhinë,20.0,0.007,0.003,low,0,20,1,none
Mish pule,3,Mish,0.72,3,165,0,1,Raft,20.0,0.524,0.728,high,2,7,0,expired
Pasta,5,Drithëra,2.01,365,131,313,54,Frigorifer,4.0,0.0,0,low,0,2,0,none
Mish pule,3,Mish,5.33,3,165,2,-1,Qilar,20.0,2.905,0.545,high,2,2,1,other
Vaj ulliri,6,Erëza,1.85,365,884,322,48,Ngrirës,-18.0,0.549,0.297,low,0,19,1,other
Oriz,5,Drithëra,1.52,365,130,188,177,Kuzhinë,20.0,0.035,0.023,low,0,15,1,none
Gjalpë,4,Bulmet,2.89,30,717,5,22,Kuzhinë,20.0,0.026,0.009,low,0,5,1,none
Vaj ulliri,6,Erëza,8.64,365,884,343,21,Raft,20.0,0.0,0,low,0,3,1,none
Tërshërë,5,Drithëra,6.29,180,389,121,62,Frigorifer,4.0,0.138,0.022,low,0,6,0,none
Vaj ulliri,6,Erëza,7.8,365,884,11,357,Qilar,20.0,2.395,0.307,low,0,3,0,spoiled
Speca,1,Perime,4.59,10,31,1,8,Qilar,20.0,0.06,0.013,low,0,12,0,none
Speca,1,Perime,3.51,10,31,6,2,Kuzhinë,20.0,0.927,0.264,high,2,1,0,spoiled
Pasta,5,Drithëra,1.11,365,131,308,56,Frigorifer,4.0,0.189,0.17,low,0,13,0,spoiled
